file,event,label,e_mev,length,linearity,purity,foreign,hint,dom_t0,top_foreign
flow0000002,2,350,416.503803499043,66.7983766641878,0.7553519686375834,0.7784705001256241,92.26787928491831,mixed/absorbed,210.08801780250664,g52:71MeV(t0 599)
flow0000002,2,613,46.04301995038986,13.175970854081191,0.6179136552507339,0.5279997809336396,21.732315503060818,mixed/absorbed,81.50957851409912,g42:22MeV(t0 459)
flow0000002,3,8,90.51413574814796,39.07240486328088,0.9493118324155959,0.654429382964511,31.279025740921497,mixed/absorbed,542.3089371530633,g47:31MeV(t0 512)
flow0000002,3,75,220.53416099399328,159.43757606087922,0.9987128076017735,0.8557150248091232,31.81976594775915,mixed/absorbed,150.25685823285903,g26:31MeV(t0 301)
flow0000002,3,95,171.43633856624365,53.403936883901856,0.9673361072359328,0.757581723706678,41.55930168926716,mixed/absorbed,558.4824687110054,g42:42MeV(t0 452)
flow0000002,3,116,507.051861487329,295.2151536360276,0.9999553476628904,0.9550898803006733,22.771759793162346,mixed/absorbed,128.0691468914824,g47:23MeV(t0 512)
flow0000002,3,124,141.58686766773462,55.07648527299407,0.9310420471704869,0.7837484039024224,30.61838611960411,mixed/absorbed,451.0832011601696,g62:31MeV(t0 717)
flow0000002,3,133,138.0583639666438,66.35458402076773,0.9839915228904742,0.6999106181958493,41.42984909564257,mixed/absorbed,512.0148772345649,g12:41MeV(t0 128)
flow0000002,3,526,175.3726293966174,38.74821882967942,0.8550315279664698,0.6393181697920107,63.25372093915939,mixed/absorbed,7.118423306024992,g30:63MeV(t0 340)
flow0000002,3,619,198.73624232411385,47.59131023048384,0.8503378867109326,0.7613264440572032,47.43308565020561,mixed/absorbed,112.38754399617513,g22:47MeV(t0 231)
flow0000002,3,658,228.5266369432211,50.259845321667555,0.787200696430878,0.8910940617539794,24.887907810509205,mixed/absorbed,602.2465206854823,g64:18MeV(t0 751)
flow0000002,3,671,63.143534913659096,22.09985038600761,0.8248650084583024,0.638240461570011,22.84277604520321,mixed/absorbed,254.0698287237258,g48:23MeV(t0 525)
flow0000002,4,6,111.04427490383387,26.881418291946776,0.9036355249907142,0.8125106642016504,20.819617345929146,mixed/absorbed,29.749948695554572,g16:21MeV(t0 188)
flow0000002,4,37,352.14551758021116,235.843855718176,0.9989203128149615,0.9264631679606391,25.895665779709816,mixed/absorbed,390.1403940000885,g36:26MeV(t0 415)
flow0000002,4,109,148.02973456680775,70.4210927938174,0.9670857918346071,0.651873572143031,51.53306271135807,mixed/absorbed,364.10533614514986,g13:52MeV(t0 151)
flow0000002,4,552,67.97564490139484,17.698217118290682,0.7453159841325052,0.655181702477823,23.439246147871017,mixed/absorbed,505.2797076416016,g46:23MeV(t0 526)
flow0000002,4,617,198.67048013955355,38.25228551999285,0.8177574631432125,0.8332972659212518,33.11891222000122,mixed/absorbed,448.41879256930366,g33:33MeV(t0 376)
flow0000002,4,1080,293.9850383102894,53.89743286931356,0.7310884348466542,0.7247225252112214,80.92745897173882,mixed/absorbed,150.23572316245426,g33:81MeV(t0 376)
